customer_id,most_popular_category,relationship_days,total_spend,beverage_categories,segment
ET7848SK2165VDXHHD6WTMQERW,ipa,132,108,1,explorer
1PN867RKW92WWRVSR3W0PAA10R,seasonal/tasting/event,248,88.5,4,newbie
A1B8VGV1KD1E6P6SCBZGCWSSS0,wine,329,78,9,newbie
2BRMEY4VV14V6XK6H476ZYCS4C,soda,940,155,4,loyal core
17HVMKSPYS4594Q9ZSB6B3PQR0,seasonal/tasting/event,449,158,7,loyal core
XCKBXKQG6N0H0ZA74E11CD09YM,sour,293,258,9,explorer
9PGM3P9RMX5D2HGME9RRNDC5Y4,tasting/event,695,85.5,7,cheapo
QV4X5MQ7M93T8PYS6XQGJ0ZSA0,sour,874,84,9,cheapo
J10R6PQYSH686TJY5D36E7ZVZR,porters/stouts,204,15.5,1,newbie
Z7QR3098R573MN6K027ZT5WBW0,wine,627,38,3,cheapo
VT46RH0P3S7VS9YJ5ZZGGT4BSM,wine,150,121,3,explorer
7PZS08KV6S6DMJR786X2Y8EYWM,sour,520,111.5,4,loyal core
2J9TW5B9PS6QWP20FEKWJY3NCC,lagers/pils/wheat,140,41,2,newbie
6C74HEZMSX7F57RDD9AGM0WN34,cider,285,30.5,2,newbie
ZQBRFG8QPS4WWGG4GQJ9XDY2WG,seasonal/event,433,301,8,loyal core
YP4GQGVVN90XZ9ZMD87N3WBDAW,sour,281,64.5,2,newbie
K962A2TTBH4WCYY7644EWKZSS0,sour,221,69,4,newbie
MBDB9RZWBS08K93W7EN6RRQ8C8,belgian,261,34,3,newbie
7XD8RYDJQN0HX97EN6G5P7TM80,sour,413,292.5,8,loyal core
B4AZH0GEQH5GWJ6C80RFDMJZAG,sour,114,132,4,explorer
M0FXPQMST114MMJ8QQ1V7EBVR0,seasonal/tasting/event,392,126.5,6,loyal core
F28Z4TTDGH3H31CRMKZB26397R,sour,401,56.5,3,cheapo
7E3V6HFXYX31Z7ZKHR3XE1D0P4,wine,207,51.5,4,newbie
RG5DFYVJB92F3BGYRM69H7GPMW,sour,598,280.5,5,loyal core
0QBWPN85P91WCSS0YRVESFMHSR,seasonal/tasting/event,200,74,5,newbie
5N9186AN9N1RJVXARPVQJMMEE4,lagers/pils/wheat,128,28,3,newbie
7CE2MEAHK95YH0Y9WVSP2YAJF4,zlagers/pils/wheat,339,207.5,5,explorer
NH59XR0QD9435868T636C3W51M,wine,364,188.5,6,loyal core
CCA32PPCJX10GRT29RMVV9NAPW,ipa,383,74,1,cheapo
CDJKPNMV193K37360V44M3PAMM,lagers/pils/wheat,242,54,2,newbie
903HWTRNVD2992VCYAQZQ5MS60,wine,840,873.25,14,loyal core
QAAGQCMWRD236VHF3Z3AGN6ESG,lagers/pils/wheat,812,27,1,cheapo
THPGCJHGH9521CPP3RDBCMZ6K8,porters/stouts,412,55,5,cheapo
R90FSSAB6H2BX1ZRX700RRJGNR,lagers/pils/wheat,489,62,4,cheapo
F32336VZNH25X2K7VQAE446TAC,sour,937,133,7,loyal core
3VGQPYXN5X3T4T24JZ0VNDRX70,ipa,638,10.5,1,cheapo
Q2MJDV7FN91HTY0VCXTJBER1X8,wine,312,211.5,7,explorer
X3TW9R3KJ93C0ZPA1X0W5ZS2Q8,sour,537,509,10,loyal core
YWVWDCTM1N0Y0MFRX37WTEB834,winter,142,166.5,10,explorer
pofnx7jyLi83LwQ5,porters/stouts,271,111.75,5,explorer
0YJ8RR8F4579Q3WBWJWYQZHG2W,sour,274,110,4,explorer
8W8Q9VCQR50RGSTKZ21T623M58,wine,590,119.25,7,loyal core
HH9H3JEPVX3MXC4ZV6WEJK20TG,porter/stout,740,101,5,loyal core
YXVQCB3CBS5C8SYBZTG8YNQ584,sour,205,67.75,3,newbie
AAG764Z27S1F381TA42VBCCTHW,snacks,963,197,7,loyal core
RJ7TAREND54Y71QPQ5BDFZ347R,seltzer,195,160,6,explorer
B46AB6NQJX28TWNK34GQRBD464,"lagers, pils, wheat",278,39,2,newbie
b-pbWuyTvWwQT17t,lagers/pils/wheat,711,26,3,cheapo
3QJK4YVG711H38NCZ9YFYX7T5C,sour,872,274,10,loyal core
M0MXHW6CP167760Q5RY2VN9RNW,sour,318,52,4,newbie
37C5VYEGGS5YSCX7EB33ZB2KBC,zlagers/pils/wheat,870,239,9,loyal core
KJ5YYDM2SS6SJPKSM2Y9N8BVB8,porters/stouts,159,43,3,newbie
XQ6SS7HY9155EZ46FM233M4088,sour,440,83,5,cheapo
3Z7NE17YW57E2TKPQ890ASF4A4,sour,160,259,7,explorer
000Z8539N11WMZJZBRJ0JRCT1W,seasonal/tasting/event,307,55,6,newbie
4MN2TCC3VX2HN95MG037GFSEA4,sour,556,44,4,cheapo
ZW7J3KGFP5068WC40VBEH7BZAW,soda,453,51.5,5,cheapo
9PFFAYHTAX3D8NWDMRGKFFABFR,soda,583,98.75,8,cheapo
SR7EPMHVW93B2J1DM9KAYM9EKG,lagers/pils/wheat,112,45.5,2,newbie
SESNCWBH592X0JAR7ZQZ5WWP94,wine,361,44.75,5,cheapo
70QVMGW3JN4BYT9D4DNNQ26PTR,tastings,944,104.5,7,loyal core
7HM12HZ9PS24K2GKWB0BHXY094,sour,172,57.5,5,newbie
E4T9SSQ77H2D941HE0NEQ1F2P4,sour,133,175.5,5,explorer
N7JN3GGG590XYVTMR0TFCHXHR4,ipa,318,62.5,3,newbie
ZT77RH26ES2ZH1GTRQ3JJNX84R,sour,288,168.5,6,explorer
PQK3187PK17FYGWXRH99N9M12W,wine,750,62.5,2,cheapo
QNJKTHVRX96R1B9G31TTGY8HRW,sour,219,214,3,explorer
KQKCK5S11D195FWGDV9HA3JJT0,wine,237,213,6,explorer
A09TE2HPWD3KBE4EDWQD5Z9RG8,wine,819,69,8,cheapo
S4DBWTQACS7QRXPBX13RTKXJW8,seasonal/tasting/event,414,83.5,8,cheapo
T5VNXFGMV56T0P3SDN065D3R08,ipa,407,46.5,1,cheapo
X824MESV757YPYS8RY94XPWP48,wine,322,110.5,5,explorer
HN708467AD2ZWTXY9WQZ59XR58,snacks,251,110,9,explorer
F5FJQ8FQ8X0376VH0VH5DC8GKW,sparkling wine,139,86,5,newbie
C4EMFBZENN2AYKXJBVVVSCXD9G,wine,686,64,6,cheapo
FZF0DTZ60N07QE6928P0HPBHD4,lagers/pils/wheat,185,31.5,2,newbie
2TD407AF112R0Q7B87CYBRKHZW,seasonal/event,556,289.75,7,loyal core
FNWDKBYQ5937H8TWJKT4041CKG,wine,487,162,4,loyal core
YJP0445TWX2DPM6933QV58XKNR,lagers/pils/wheat,319,53.5,2,newbie
TNBZ409C1H0MYH9V5K9V0J2C9C,wine,485,206.5,12,loyal core
JZK2VQGGJ95552PHYYBCDE46H4,seasonal,226,33.25,3,newbie
47VG8BDM8912JK0W4X4DZR3ZH0,sour,200,133,9,explorer
MWFXWQX65D2Q4GAJJ3TAS1MDN8,ipa,356,34.5,3,cheapo
PHCPJK8WHS3F1C6CBWYMV95AT8,wine packages/tastings,445,137,6,loyal core
HCE29886Y9261043R1AEQGJCTM,wine packages/tastings,190,56,6,newbie
BH6R79G21S1BEGRYD704RXMHHC,lagers/pils/wheat,703,63.5,2,cheapo
203EA1CK9H5ZEWSR3M4QCKD788,wine,429,53.5,4,cheapo
NS7MWDFMQD1D113EM42B5C08FG,ipa,169,63,3,newbie
87V24R88HS7TAW598WWAP3SJBW,tasting/event,111,33,3,newbie
3SXVWZ0TYX6ENFP590E8FJJJEC,sour,755,238,5,loyal core
EKND19VSGH408V56ZXEVENWTTC,wine,512,317.5,10,loyal core
R239MCF9ED222S76QKXSV9PWER,wine,143,27.5,3,newbie
YF14HQQTFD53JTXY8A656FS8N0,seasonal/tasting/event,190,71.5,6,newbie
M8HHQVRXQ53ZN26R370ATQHEXM,seasonal,321,63,4,newbie
QCEAZYMK8D12AJNBMWYR0RFHQC,sour,550,26.5,2,cheapo
2D2DCKP22H3CD7D97ZMV5B2P5G,sour,315,34.5,3,newbie
HQ3P3PA1814X15RFARDJ1R0YCM,lagers/pils/wheat,432,73,3,cheapo
NCTAXBPC651ZMZ7D2AN4YMFN6C,ipa,122,64,3,newbie
FTR9RKS6D1260VEQH6JW0RBADG,sour,822,171,7,loyal core
3E1EKB2ZFH436VN2GH2B0JWZPR,wine,291,68.5,5,newbie
FA5VWM88717EK4KQDA48YHV76R,porters/stouts,176,91,6,newbie
1EQR7JNA651GRKFN0PEXDE33FR,wine,324,28.5,2,newbie
ZR56TDG7ZD3XBF4R7VE80X8884,seasonal/event,161,178,7,explorer
B3HXGYGS950SVF3WGGBYS40VZW,seasonal,813,88,5,cheapo
S9G7XZY9V924ZASZKQPSTYTVEM,porters/stouts,817,88.5,7,cheapo
V9PDJJA2N945NCJ81Y4ZKVVVXR,porter/stout,544,139,4,loyal core
DQ947AQRRS0JRZVK2BYCKVFZCW,seasonal/event,262,117,4,explorer
1FMZMXEQRH53S9NVB9SB8KH1FM,sour,543,190.5,8,loyal core
FVMW7NAQS5090MRSZRB4YPDE5G,z double ipa,645,125,10,loyal core
T4GTTDA6YN3NRRHWYKJMJ4V3F0,sour,473,384,7,loyal core
TN67RPF7CS63CG1WVNKQ97PSJ4,wine,561,120,5,loyal core
1S2C27RXDX3SMX4MNSVEFBWMGG,porters/stouts,405,131,4,loyal core
5PW06X252524HAC490X6VB4YV8,wine,133,61.5,3,newbie
V52FKZ64ZS52ZAB3WQ1MKE866M,white wine,356,113.5,3,loyal core
ZQ2Q6S16W544MREKMD93040RSC,sour,133,25.25,1,newbie
XW8BRA56C90SMKA5RC2Q3PQM5G,wine,609,513,9,loyal core
2PiChmZv4S0_ckzr,soda/ginger,804,512.5,11,loyal core
438X273ZC929WMHKJ9FMDGBK4M,porters/stouts,118,11,1,newbie
5J9J05HERN44V4AB0WQFD2E1KC,seasonal,356,48.5,7,cheapo
FRQ4WWV0JN5QCY3BQD37XYTJ6C,seasonal/tasting/event,441,28.75,3,cheapo
WZ9DBF1FJ57YWPKECFTY7GKFVM,sour,242,66.5,5,newbie
SW01ANRMSH3FVFZ7CDF2R6255R,sour,331,97,6,newbie
JTMZMXD43N4TTVMQSJZG6RDZ78,seasonal/tasting/event,196,54.5,6,newbie
8RB6TGHNRH5EMST1PQTJRW22MW,wine,602,645,11,loyal core
PBGKNZ7E7S0QYGE2V8FT24WC24,ipa,305,86.5,1,newbie
Q3VJPWKTNN7XH42N9HGRA9AK44,wine,306,682.25,3,explorer
VGAX7C86XN4YRQDE7BB65BNW4W,cider,282,28,1,newbie
0YT9MCS82X3XWRBZCBSR71F134,soda,917,62.5,3,cheapo
0ZK52P8AW52671QVBPPYD2FT1R,wine,251,48,4,newbie
P3JPXJY8RS3PB818PR0KW53G34,sour,308,84,4,newbie
0Q5RH04R657S2WZVCJM08N2878,seasonal/event,417,25,2,cheapo
8A3WE4ASSS482QZM63P93YS0WG,soda,483,48.5,5,cheapo
JAZZTXYAW92KYQFY19HVRE0SN4,seasonal/tasting/event,216,357.5,7,explorer
JWH9YVXBH52RRVZ50KVWDRYJTM,porters/stouts,335,40.25,6,newbie
XBQXP8NYG173B51PJG0ZT7FY74,sour,479,199.5,6,loyal core
7P09AGDYG12HQA1PGYG81A41Z8,sour,325,74.5,5,newbie
64WGBK6Q516TJX5G6S5P536M0W,kombucha,250,51.5,2,newbie
9VGQPT65HX4P8QSAKR5K7FNXMG,white wine,500,81.25,5,cheapo
5PG0H8YW3N4RF1SKX2W93C4P2C,wine,347,55.75,3,newbie
5AMWHTV9MN5AN7T5ZBDFNT6Z5W,ipa,258,66,1,newbie
91032NREDH0NK17ERG1RANCFQG,seasonal,137,215.5,3,explorer
T0GVF54S1S1MX6BBPG7N4CT5B0,wine,458,235.75,5,loyal core
XB6TPZYSBX7332BTEGPCN2WX44,sour,383,102.5,6,loyal core
X00BTGAFAH3VTYVF4CYAF7WQNM,sour,189,109.5,5,explorer
J8PM7M018S43Z5CB4QW2SX70ER,sour,456,89,6,cheapo
RC2K0DBNHN5NH5G0XTRPNMF63W,snacks,169,75,3,newbie
EWVTV81BQN3BN18A02WDTAJ3WW,sour,381,83.5,5,cheapo
Z8ZETYX5V93BAYBTYF9T2HTFDR,seasonal,402,39,4,cheapo
PFMCE8M7RH3XXE264RCAG9T364,sour,241,53,6,newbie
A28X98PQMH55PGEE8H4ATDW654,wine,232,45,3,newbie
0X6DHNTXX15ZMTF5D61YA2R9Y0,seasonal/event,149,32.5,3,newbie
P3FAKYDVHS79CY1DM4QWADYGY0,lagers/pils/wheat,652,31.5,3,cheapo
T2SDCZEASD40ES4B7YGEECMH0M,sour,359,124.5,4,loyal core
BCYFGNB2P53WK1DF7WP9HNN8EW,snacks,280,21,4,newbie
T6CXW7Z4G13R2M4WVH84XJDGH0,sour,723,244,7,loyal core
WSQCNSPD410KH43DTK7W62X9YM,lagers/pils/wheat,244,101.5,4,explorer
AC6B140KWD5RMS32YKN3KPSBYC,porters/stouts,317,54,5,newbie
0ZB2HESQD57RXC8Z88VQQ20XMW,sour,378,100,7,cheapo
8QZ2SMVKKH2WV8DVJ3DQM105GC,white wine,532,69.5,5,cheapo
7B4SX98QB55NEX86Z0GNZETQJC,porters/stouts,256,48,4,newbie
XG24WE9SR95B0G8MS36HZVX6K8,seasonal/event,213,43.5,3,newbie
7P1JDVGP3X1XAYDM3XPX7T1DKM,wine,638,26,4,cheapo
JV6ENGR5MS1TN7KHNGN98TVFE0,wine,149,65.5,5,newbie
MAH94PTNCN3NMKKSW4TFRFXJWM,sour,152,92.5,6,newbie
M0VA5PP48S630J1XMY7HE5MPMC,lagers/pils/wheat,703,33.75,4,cheapo
J82C0Z2KS15S8M8CGW6YKB1GN8,sour,810,148.5,8,loyal core
NZVY0FENE90Q6VT4H3PYJBPKA4,tastings,877,64,5,cheapo
0TR0SXCRQD0T3C3YRDB345APFG,ipa,917,69,4,cheapo
VXHBPYV3B57FCTHSDED6EYB444,"lagers, pils, wheat",786,60.75,4,cheapo
F9Y7BYEST10JTWJ00CE4AP5FKG,seasonal/event,333,48,6,newbie
DCWQHBP8S164Q37QG6AKJT23XC,soda,216,57.5,3,newbie
JHR21F0ZM527JXMBFBG81P48WW,porters/stouts,741,88,5,cheapo
DJ7D0GB9WN43D40CFH695XDY14,wine,759,330.5,9,loyal core
65YQTMZP9566Q7N5H29HYK9GDG,sour,706,85,8,cheapo
13FRA90B5X5DYZVQNS4JZ728CG,sour,247,82,6,newbie
BW0ZMS41YN0Z3EZ73B3BD0ACVW,seasonal,135,48.5,3,newbie
P8XV2PWYFS0J76NNMTP7G4QN3W,sour,191,146,7,explorer
C6VTSX32E96PSDTB6YM74P5Y0M,soda,559,230.75,7,loyal core
8K586J4SVD09B8Y10N8HRWYXDW,sour,237,118,7,explorer
GSS1NNBH5N1FTYCACDNPYK6YG0,lagers/pils/wheat,275,21.5,3,newbie
JZMAA10N9N03AQ5BG10D4YV5B8,wine,582,361.5,9,loyal core
2KYAN56GS51ED0EMVAQ1E1QJJ4,kombucha,343,24,2,newbie
XXR84KE6JN22YT1X4CP7FTZ6RW,seasonal/event,511,71.75,3,cheapo
TKPY9HAT29070Y54A5R2DH0SGM,lagers/pils/wheat,176,46,2,newbie
7Q5P97ET9S1F38AQ1VE36SSBA8,lagers/pils/wheat,339,124.5,4,explorer
NP46Z0DKFN5VF71R1PY0JH24HM,seasonal,133,51.5,5,newbie
8HH08W4C0N7P6PSB2C0Y306SK0,ipa,533,102.5,2,loyal core
WPWS21TNKX637060DJ08N9WKPG,wine,658,293.5,5,loyal core
YRSMBZG7D10T1BR4Q027SNCP5R,wine,169,113,4,explorer
F0EEM7V8793CHF4YN9CRPP8CP0,wine,189,138.25,8,explorer
VQGMN0Y3956N2Q5VZP5F8BF2VM,sour,840,162.25,8,loyal core
5AAHB18MFD3SMRYK7M0HWFAQ50,sour,712,195,8,loyal core
RKBY1MP4816QQ22QNANKWJH5R8,lagers/pils/wheat,625,56.5,7,cheapo
R5K0SZ4ZZX27H99SED3SYVY2W4,snacks,493,131.25,5,loyal core
HXKX1G1JKD79QF49PV1YE9F9Q0,sour,781,163.5,10,loyal core
QTRB91KDCX2B31SG2Z99QFKZCR,wine,210,44,2,newbie
906JASN0M91QPZZ81JXDBP2Z54,wine,153,222.5,4,explorer
47R0G7WWNX1Z3A77522V3RN564,sour,502,156.75,9,loyal core
2XPR1JP4D52J1A0DFW1VQ7PSVM,ipa,547,73,1,cheapo
27308VDC8N3PD0PFJYMRYSCVNG,sour,329,50.5,6,newbie
FY7BMN8JRH7QCZV61AGC7TN3SR,soda,667,51.5,4,cheapo
JA1MBA4T8D7H91FF6SDHJRQDMG,sour,930,38,3,cheapo
JM99KYQW5H6C6K9Q7SX3RG52QW,sour,394,45.5,4,cheapo
N1JMN72C6901GPRSKFTWNNHS6M,porters/stouts,159,42,3,newbie
ZBNNFNVKSD2FK4RSBT8HRV0MRC,sour,215,84,4,newbie
8DSXFMFPN95JYMCYZGWPZH2EDW,wine packages/tastings,210,146,10,explorer
WQGMK8W8Z11YQ5VE970A6VKMC8,snacks,791,41.5,2,cheapo
HFBJ3K859S5QGV2WAVGRC0GRA4,soda,741,65.25,5,cheapo
TJCJXJTRKS3Y789FVRK59RPAB4,seasonal,190,52,3,newbie
D7BRDMHTM50VS5GRJ2NZQ5FYR8,wine,288,115,3,explorer
20XMCEKZZS5ES8T5Q3BK1AAT3C,snacks,242,163,4,explorer
07AVTJNKXS6K6XQM7ETCP2A3YM,wine,165,28.5,3,newbie
tO_ZCjtQGWaDJUcr,wine,250,78,9,newbie
SYP650964X38F383SJWCJJBTJW,ipa,213,40,3,newbie
XQN9Z3KWQ94CARJ24ZXYSWC9TM,lagers/pils/wheat,513,31.5,2,cheapo
WTR861R7D17T13C1H4XW18ZTH8,seasonal,119,68.5,4,newbie
27XAV4NTAN0HRR6H1WPB8QBFQW,sour,155,20.5,2,newbie
ZA6Y9MYB613VRWW7GNS2AKJ3PM,seasonal/event,266,24,3,newbie
60PVADEZA12B34RMPN9H8H8ENR,sour,499,45.25,4,cheapo
NS63PGWSDD3YF41TSZBDN91X8W,sour,212,58,4,newbie
S0HD4N1TZS0WTSXHG1Y9MJW3S8,wine,916,118.5,7,loyal core
CSRVPN7AVX3FKD28HAKTE4PFD8,ipa,178,34.5,1,newbie
ST8JK5EVJD7Y2X9710XR9N23XM,wine,534,56.5,4,cheapo
1C72H4XQ1H7NF49GJ5EY717YNG,sour,222,75,3,newbie
C4QX8T0EB90YWV0TT51QEBSY7R,tasting/event,217,39.5,4,newbie
A31P664JDS25S7MJ0BJTMJFXM0,sour,786,454,9,loyal core
S4374YMQ856SJT1Y3J08ZY73TM,wine,130,71,5,newbie
BRD0JBKXNH1MDFKJ83V7YZTK18,seasonal/tasting/event,283,83.5,3,newbie
0K52QAMTVD25PJVF9ZX4N3AX6W,zwine,965,735.75,17,loyal core
89S7CBZ80X14F9XSVBBCQ4W9KG,wine,348,257.5,2,loyal core
92SWNNVEAN215C1HBG751P44Z0,soda,616,823,5,loyal core
K40WDKN0NN11F5P78YS4QR4X4C,sour,183,73,3,newbie
TXRRWY97PD53D678049TR86F9G,snacks,182,419.25,8,explorer
M565YTJGRH786M286N0TZMEQB4,seasonal/tasting/event,476,92.5,7,cheapo
8AV52FVF21520TEH8T3CDBF7ZM,z double ipa,353,144.5,11,loyal core
CS7WWNFHH16QS06HW65SZT8EH4,lagers/pils/wheat,518,45,2,cheapo
D2FKZ8YR016CHE04H1MXBTFG0W,seasonal,384,86.5,6,cheapo
bPtVroRIt5tyeBU_,wine,180,30.5,1,newbie
FERQVKP8KN186HWC7ABFHJ3CK0,wine,987,97.25,9,cheapo
F6Q0EV377923EN475GY5RREZJ4,tastings,212,77,5,newbie
Z02P3EE5KH7JZANAT3EK8E7X88,seasonal,414,103,4,loyal core
C7E1VYX5610ZF3AV6YQDR9C12R,seasonal,145,132.5,5,explorer
NY49224FX556MNV6D45XT141S8,lagers/pils/wheat,279,46,2,newbie
49DCAMDDKH67PW4V2Z9CQHARSM,wine,993,427.75,12,loyal core
8R1XYTG31N6KB9Y161HFVF05Q8,seasonal,687,559,6,loyal core
KNWJYDYGGX6N4Q70CGRBQFZPY0,sour,443,145,6,loyal core
RMZ95JAJJ96FN2EW1GHV6MEA0W,lagers/pils/wheat,459,74.5,3,cheapo
96Y8PBYE2D4NMHMEK6P7TR0JEG,white wine,151,228.5,4,explorer
BE7WEGPSV13FH19EPRXMQ1VGHC,kombucha,296,93.5,2,newbie
7NP2V0PVZ93J11RVGTSJRVNAP8,seasonal,332,97.5,3,newbie
BBBG5YGH49778SJZTDDDKKEY00,seasonal/event,267,82,4,newbie
Q57ZKSERW16NMWWZ502MHQ8HCC,lagers/pils/wheat,334,49.5,2,newbie
PGTDVQQSXH1FFFZA7ZCYXVTG4W,lagers/pils/wheat,214,155.5,4,explorer
UV89AAb-q42tC63N,wine,240,158.5,5,explorer
51KTN06RK90J8HJPNGXCDYK7XG,lagers/pils/wheat,294,59.5,5,newbie
TDZ0R7K8TH18B5QCH27E8DT09R,seasonal,114,66,4,newbie
RHQ2HEGXWD2PS67H2BMAQWVJ5G,wine,345,84.25,5,newbie
M9468ZNW711FGGGPZ2G523M384,seasonal/event,828,334,7,loyal core
G4NVBE8K990J2N90CDBCX76E60,wine,991,963.25,14,loyal core
SXE269854507PZ4JJKRB76ZB48,wine,958,207,13,loyal core
1REA0R0Z3D64WVHBDJNS26C47R,wine,751,126.5,5,loyal core
G5TVKRWXY520Z2QN2W542AEEF8,sour,109,29.5,3,newbie
1262K9MN4933S791AWHVV88NAW,seasonal,102,59.5,5,newbie
7BARHXDBB97NFFR6AX8R5XE7N4,sour,287,116.75,9,explorer
Y5Z2BXP4QH63ZACFTXCE6FNTRC,soda,813,58.5,3,cheapo
D4J421F41D6BRWK9JRQFD8BGPR,snacks,293,49.5,4,newbie
W96XCMX6FD0ERQKWGWF21X7EF4,ipa,636,79,2,cheapo
JJWQJ7HGNX6R4PDBHTT2XHYD7C,wine tastings,514,198.75,15,loyal core
MNKT4J5VPD35CSTA1JZTTGB75G,lagers/pils/wheat,796,16.5,3,cheapo
36T3HWKHNX6C1BDF5VW3YGW9NR,seasonal,215,79,5,newbie
94KK15F3YH5QQFFAQSG3SNGN7R,lagers/pils/wheat,217,35.25,2,newbie
7MZF6TJ8SD5BKAR51SQJS2GDMW,sour,266,102.5,8,explorer
SXV76MH14S7G53MSPH2EZ33E48,wine packages/tastings,109,169.75,10,explorer
VDY788BA3N3J99W0S15NZ7DQ5C,sour,360,146,8,loyal core
EKWSKMK3CH7N561XWWQ4VFKXC4,wine,303,410.75,9,explorer
8NDXA1DS8D5H31JJTCHJC0BZKC,snacks,330,75.5,5,newbie
K3JMZVZBN55JRPBKEZ5YGYWS9G,sour,747,48.5,4,cheapo
YFY4WRXR556M939DTW7J0E6VP8,wine packages/tastings,293,839,19,explorer
79RWE0VPQ50FV7VBAN9N8WSTY4,wine,377,136,9,loyal core
951DR7D9XX4MJK55DSWZ4GRCRW,lagers/pils/wheat,129,19,2,newbie
72G7W7H4KD5JMX385S5A2JXZ6R,sour,995,313.25,6,loyal core
ZYV1NX0QA166PRH7YS5AFVV5TM,sour,768,222.25,11,loyal core
CYFK7S4N893BCTJ3RK17JJBAZ8,seasonal/event,429,60.5,4,cheapo
BVJAD7TKJD3A1B9C3EA4Y89CWW,seasonal,305,28,3,newbie
RNBBHXFBPH5V71K3QD165BBB54,sour,205,158,4,explorer
E28NWPN0AD29K2F9WC2BSB0FB8,snacks,299,85,5,newbie
J2E82KFRA96A9C79VEBR756744,soda,396,61.25,3,cheapo
HX1A8J9GAS7TPG0R3BB81WS9NG,lagers/pils/wheat,325,22.5,4,newbie
JQASXPBWX90STPY479KYHE8VH4,sour,308,58.5,4,newbie
94E88XYJ8D6XRPS2RFRB2HTKPG,wine,426,104,7,loyal core
HD9D2ZXK256BTVC3CGGQXH3W94,lagers/pils/wheat,649,86,4,cheapo
PCJ95Z275X034SWK3GQXS5DQH0,wine,147,70,3,newbie
7VBZZ8HHQN61PJ3GP0V8RA6E0C,wine,576,411.75,16,loyal core
C91ZECY4T945JQ44YQSPZMKVXC,zwine,317,363.5,7,explorer
W81XG2NPN11SXBT83HB5JXVASM,sour,261,153.25,5,explorer
APYQ24VYP56C164SJCX5ZDBNNG,sour,506,225.5,7,loyal core
Y5QNS0281D2YK1CDP0V2ZW57MR,sour,122,150,7,explorer
EFZMRF7GQS54GPX4X3TYKPD664,soda,162,46.5,3,newbie
DTCZ5QV745364QB0RXQA7QYWSR,seasonal/event,350,71.5,6,cheapo
B1F6VE9Y4S7XH5AJY0BQ2EKYW8,ipa,946,30,3,cheapo
DV4CKXKF2S0C5CG6F683YYSZ38,wine,464,67.5,4,cheapo
DWY37CWNVS65DC1DBE039XB89R,sour,819,277,10,loyal core
D7ATWPTXN5333AZ9WV1F71GKQ4,sour,154,183.5,9,explorer
PHTS72N29N6HGMPKD1VBHY8804,porters/stouts,600,44.5,3,cheapo
Q6GMV2YRVH4RQ5N0RZAWDANSD8,sour,261,108.5,7,explorer
3CS718TJNS40ETSKV36PKJS0BG,sour,821,162.25,10,loyal core
NQ7ETVPDM50VJMB57G5YNM8D50,lagers/pils/wheat,517,62,5,cheapo
457JWDV79S2B16FTBB7MYVQKBM,wine,323,106.5,7,explorer
CFMY8Q24DD6F6HHFTXK0RRGCC0,sour,252,49,2,newbie
ERBNMK38CD3NVA7BYXG9KZZE24,wine,718,466.75,13,loyal core
CDC1KE08517BRRBWB839BR9CWM,ipa,952,74.5,1,cheapo
RTNPF2Y7997N3FCJTYBH8FEMG8,seltzer,315,62,4,newbie
9R61QXN35506PSX7R83F90AJGM,wine,655,62,4,cheapo
7A103ZH6S911FAQYAQVWB7VBN0,wine,914,137,6,loyal core
YJisV-6hzeeJEJAI,soda,510,25,3,cheapo
FMSA98D43H2F31KSW1G7DZ090G,seasonal,165,28,4,newbie
EEVE2FSG354RRV1GR90H84FJ9R,soda,520,161.75,8,loyal core
167DGKZAXS47FFVWBY95RTDT3W,porters/stouts,171,88.5,8,newbie
FH7F0CNGZD660Q9GGF1N1GPAG0,tasting/event,376,100.5,8,cheapo
W5QJQJTYB54AGWY538DRY12VH8,wine,344,110.25,6,explorer
X0NHC6Y5GX1KD4QRNSSAMT5CEW,porter/stout,372,92,4,cheapo
84TSKHJC7D58YHKVMJ9YPJCNRM,wine,249,71.5,4,newbie
1BQ6Y235YS23JPY74MFM0QCFTM,wine,831,57,4,cheapo
XR8W94P7G54J5957ZNB97KSN40,sour,191,175,7,explorer
F28G458BC501YR846V7KW2DT60,wine,516,129,8,loyal core
BZJ4JE4YCN52TVH3MDRM4ZS460,wine,836,66.5,5,cheapo
TSQCVADYK15S9DD40ZFK3GKTNR,wine,124,58.5,4,newbie
BVA2FVQTA972H36JA6AMW4FHPR,sour,357,26.5,2,cheapo
37TBNWD6F53V6T36E2GHYX2ZBC,sour,364,45,4,cheapo
1H1M913YF56T4X7EZ1SP29W5P4,sour,207,14,2,newbie
X27DYP067H3WB45JGRX5RE76W4,wine packages/tastings,578,114.5,10,loyal core
8JVF2X9K152GPJK32EBG7SNQNM,wine,282,782.25,13,explorer
T0KA1KGQEX67VABB7FWFW4BP5M,wine,524,54,4,cheapo
YWRMCEHEN56RYXCWV2JFSBGW9W,seasonal,120,55,2,newbie
6D7Z1C9TSN7W8GGKAVERBQD4G8,seasonal/event,673,127.5,8,loyal core
7G6M9WT52D36WMQ9H1ETKG64CR,seasonal,180,47.5,4,newbie
MDN4JYJ08X3G2G1SJQQJ5GMMC8,wine,208,185,9,explorer
Y63EV8BQJ54HAG4QVJMFTFWA48,seasonal/event,697,121,5,loyal core
